2010,"14 Jun 2010 - 20:30 ",Group F,Cape Town Stadium,"Cape Town ",Italy,1,1,Paraguay," ",62869,0,1,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300061484,ITA,PAR
2010,"15 Jun 2010 - 13:30 ",Group F,Royal Bafokeng Sports Palace,"Phokeng ",New Zealand,1,1,Slovakia," ",23871,0,0,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061483,NZL,SVK
2010,"15 Jun 2010 - 16:00 ",Group G,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",C�te d'Ivoire,0,0,Portugal," ",37034,0,0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061489,CIV,POR
2010,"15 Jun 2010 - 20:30 ",Group G,Ellis Park Stadium,"Johannesburg ",Brazil,2,1,Korea DPR," ",54331,0,0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061490,BRA,PRK
2010,"16 Jun 2010 - 13:30 ",Group H,Mbombela Stadium,"Nelspruit ",Honduras,0,1,Chile," ",32664,0,1,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061495,HON,CHI
2010,"16 Jun 2010 - 16:00 ",Group H,Durban Stadium,"Durban ",Spain,0,1,Switzerland," ",62453,0,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300111112,ESP,SUI
2010,"16 Jun 2010 - 20:30 ",Group A,Loftus Versfeld Stadium,"Tshwane/Pretoria ",South Africa,0,3,Uruguay," ",42658,0,1,BUSACCA Massimo (SUI),ARNET Matthias (SUI),BURAGINA Francesco (SUI),249722,300061452,RSA,URU
2010,"17 Jun 2010 - 13:30 ",Group B,Soccer City Stadium,"Johannesburg ",Argentina,4,1,Korea Republic," ",82174,2,1,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722,300061458,ARG,KOR
2010,"17 Jun 2010 - 16:00 ",Group B,Free State Stadium,"Mangaung/Bloemfontein ",Greece,2,1,Nigeria," ",31593,1,1,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722,300061457,GRE,NGA
2010,"17 Jun 2010 - 20:30 ",Group A,Peter Mokaba Stadium,"Polokwane ",France,0,2,Mexico," ",35370,0,0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061451,FRA,MEX
2010,"18 Jun 2010 - 13:30 ",Group D,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Germany,0,1,Serbia," ",38294,0,1,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061470,GER,SRB
2010,"18 Jun 2010 - 16:00 ",Group C,Ellis Park Stadium,"Johannesburg ",Slovenia,2,2,USA," ",45573,2,0,Koman COULIBALY (MLI),ACHIK Redouane (MAR),MANUEL CANDIDO Inacio (ANG),249722,300061463,SVN,USA
2010,"18 Jun 2010 - 20:30 ",Group C,Cape Town Stadium,"Cape Town ",England,0,0,Algeria," ",64100,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061464,ENG,ALG
2010,"19 Jun 2010 - 13:30 ",Group E,Durban Stadium,"Durban ",Netherlands,1,0,Japan," ",62010,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300111117,NED,JPN
2010,"19 Jun 2010 - 16:00 ",Group D,Royal Bafokeng Sports Palace,"Phokeng ",Ghana,1,1,Australia," ",34812,1,1,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249722,300061469,GHA,AUS
2010,"19 Jun 2010 - 20:30 ",Group E,Loftus Versfeld Stadium,"Tshwane/Pretoria ",Cameroon,1,2,Denmark," ",38074,1,1,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061475,CMR,DEN
2010,"20 Jun 2010 - 13:30 ",Group F,Free State Stadium,"Mangaung/Bloemfontein ",Slovakia,0,2,Paraguay," ",26643,0,1,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061481,SVK,PAR
2010,"20 Jun 2010 - 16:00 ",Group F,Mbombela Stadium,"Nelspruit ",Italy,1,1,New Zealand," ",38229,1,1,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061482,ITA,NZL
2010,"20 Jun 2010 - 20:30 ",Group G,Soccer City Stadium,"Johannesburg ",Brazil,3,1,C�te d'Ivoire," ",84455,1,0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061488,BRA,CIV
2010,"21 Jun 2010 - 13:30 ",Group G,Cape Town Stadium,"Cape Town ",Portugal,7,0,Korea DPR," ",63644,1,0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061487,POR,PRK
2010,"21 Jun 2010 - 16:00 ",Group H,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Chile,1,0,Switzerland," ",34872,0,0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061493,CHI,SUI
2010,"21 Jun 2010 - 20:30 ",Group H,Ellis Park Stadium,"Johannesburg ",Spain,2,0,Honduras," ",54386,1,0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061494,ESP,HON
2010,"22 Jun 2010 - 16:00 ",Group A,Royal Bafokeng Sports Palace,"Phokeng ",Mexico,0,1,Uruguay," ",33425,0,1,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061450,MEX,URU
2010,"22 Jun 2010 - 16:00 ",Group A,Free State Stadium,"Mangaung/Bloemfontein ",France,1,2,South Africa," ",39415,0,2,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722,300061449,FRA,RSA
2010,"22 Jun 2010 - 20:30 ",Group B,Durban Stadium,"Durban ",Nigeria,2,2,Korea Republic," ",61874,1,1,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300111115,NGA,KOR
2010,"22 Jun 2010 - 20:30 ",Group B,Peter Mokaba Stadium,"Polokwane ",Greece,0,2,Argentina," ",38891,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061455,GRE,ARG
2010,"23 Jun 2010 - 16:00 ",Group C,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Slovenia,0,1,England," ",36893,0,1,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249722,300061462,SVN,ENG
2010,"23 Jun 2010 - 16:00 ",Group C,Loftus Versfeld Stadium,"Tshwane/Pretoria ",USA,1,0,Algeria," ",35827,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722,300061461,USA,ALG
2010,"23 Jun 2010 - 20:30 ",Group D,Soccer City Stadium,"Johannesburg ",Ghana,0,1,Germany," ",83391,0,0,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061468,GHA,GER
2010,"23 Jun 2010 - 20:30 ",Group D,Mbombela Stadium,"Nelspruit ",Australia,2,1,Serbia," ",37836,0,0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061467,AUS,SRB
2010,"24 Jun 2010 - 16:00 ",Group F,Ellis Park Stadium,"Johannesburg ",Slovakia,3,2,Italy," ",53412,1,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300061480,SVK,ITA
2010,"24 Jun 2010 - 16:00 ",Group F,Peter Mokaba Stadium,"Polokwane ",Paraguay,0,0,New Zealand," ",34850,0,0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061479,PAR,NZL
2010,"24 Jun 2010 - 20:30 ",Group E,Royal Bafokeng Sports Palace,"Phokeng ",Denmark,1,3,Japan," ",27967,0,2,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061474,DEN,JPN
2010,"24 Jun 2010 - 20:30 ",Group E,Cape Town Stadium,"Cape Town ",Cameroon,1,2,Netherlands," ",63093,0,1,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061473,CMR,NED
2010,"25 Jun 2010 - 16:00 ",Group G,Durban Stadium,"Durban ",Portugal,0,0,Brazil," ",62712,0,0,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300111111,POR,BRA
2010,"25 Jun 2010 - 16:00 ",Group G,Mbombela Stadium,"Nelspruit ",Korea DPR,0,3,C�te d'Ivoire," ",34763,0,2,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061486,PRK,CIV
2010,"25 Jun 2010 - 20:30 ",Group H,Loftus Versfeld Stadium,"Tshwane/Pretoria ",Chile,1,2,Spain," ",41958,0,2,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300061491,CHI,ESP
2010,"25 Jun 2010 - 20:30 ",Group H,Free State Stadium,"Mangaung/Bloemfontein ",Switzerland,0,0,Honduras," ",28042,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061492,SUI,HON
2010,"26 Jun 2010 - 16:00 ",Round of 16,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Uruguay,2,1,Korea Republic," ",30597,1,0,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249717,300061504,URU,KOR
2010,"26 Jun 2010 - 20:30 ",Round of 16,Royal Bafokeng Sports Palace,"Phokeng ",USA,1,2,Ghana,"Ghana win after extra time ",34976,0,0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249717,300061503,USA,GHA
2010,"27 Jun 2010 - 16:00 ",Round of 16,Free State Stadium,"Mangaung/Bloemfontein ",Germany,4,1,England," ",40510,2,1,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249717,300061501,GER,ENG
2010,"27 Jun 2010 - 20:30 ",Round of 16,Soccer City Stadium,"Johannesburg ",Argentina,3,1,Mexico," ",84377,2,0,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249717,300061502,ARG,MEX
2010,"28 Jun 2010 - 16:00 ",Round of 16,Durban Stadium,"Durban ",Netherlands,2,1,Slovakia," ",61962,1,0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249717,300111113,NED,SVK
2010,"28 Jun 2010 - 20:30 ",Round of 16,Ellis Park Stadium,"Johannesburg ",Brazil,3,0,Chile," ",54096,2,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249717,300061500,BRA,CHI
2010,"29 Jun 2010 - 16:00 ",Round of 16,Loftus Versfeld Stadium,"Tshwane/Pretoria ",Paraguay,0,0,Japan,"Paraguay win on penalties (5 - 3) ",36742,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249717,300061497,PAR,JPN
2010,"29 Jun 2010 - 20:30 ",Round of 16,Cape Town Stadium,"Cape Town ",Spain,1,0,Portugal," ",62955,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249717,300061498,ESP,POR
2010,"02 Jul 2010 - 16:00 ",Quarter-finals,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Netherlands,2,1,Brazil," ",40186,0,1,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249718,300061507,NED,BRA
2010,"02 Jul 2010 - 20:30 ",Quarter-finals,Soccer City Stadium,"Johannesburg ",Uruguay,1,1,Ghana,"Uruguay win on penalties (4 - 2) ",84017,0,0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249718,300061508,URU,GHA
2010,"03 Jul 2010 - 16:00 ",Quarter-finals,Cape Town Stadium,"Cape Town ",Argentina,0,4,Germany," ",64100,0,1,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249718,300061505,ARG,GER
2010,"03 Jul 2010 - 20:30 ",Quarter-finals,Ellis Park Stadium,"Johannesburg ",Paraguay,0,1,Spain," ",55359,0,0,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249718,300061506,PAR,ESP
2010,"06 Jul 2010 - 20:30 ",Semi-finals,Cape Town Stadium,"Cape Town ",Uruguay,2,3,Netherlands," ",62479,1,1,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249719,300061512,URU,NED
2010,"07 Jul 2010 - 20:30 ",Semi-finals,Durban Stadium,"Durban ",Germany,0,1,Spain," ",60960,0,0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249719,300111114,GER,ESP
2010,"10 Jul 2010 - 20:30 ",Match for third place,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Uruguay,2,3,Germany," ",36254,1,1,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249720,300061510,URU,GER
2010,"11 Jul 2010 - 20:30 ",Final,Soccer City Stadium,"Johannesburg ",Netherlands,0,1,Spain,"Spain win after extra time ",84490,0,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249721,300061509,NED,ESP
